Date,High,Low,Open,Close,Volume,Adj Close
2016-11-03,41650.0,39950.0,40000.0,41650.0,530668.0,38971.73046875
2016-11-04,41600.0,40500.0,41600.0,40900.0,335401.0,38269.95703125
2016-11-07,41650.0,40500.0,41650.0,41150.0,221671.0,38503.87890625
2016-11-08,42800.0,41350.0,41550.0,42300.0,429382.0,39579.93359375
2016-11-09,43050.0,39950.0,42450.0,40950.0,667666.0,38316.74609375
2016-11-10,44000.0,41900.0,42000.0,43700.0,833803.0,40889.91015625
2016-11-11,44200.0,42650.0,43800.0,44200.0,694013.0,41357.75390625
2016-11-14,44400.0,43150.0,43700.0,43950.0,472669.0,41123.83203125
2016-11-15,45100.0,44000.0,44300.0,44850.0,684055.0,41965.9609375
2016-11-16,45300.0,44050.0,45300.0,44600.0,427166.0,41732.03125
2016-11-17,44650.0,43600.0,44200.0,44300.0,255367.0,41451.3203125
2016-11-18,44600.0,43300.0,44550.0,43550.0,309953.0,40749.55078125
2016-11-21,43550.0,42500.0,43150.0,43050.0,427785.0,40281.703125
2016-11-22,43400.0,42050.0,43400.0,43000.0,306617.0,40234.91796875
2016-11-23,44800.0,42750.0,43150.0,44400.0,511502.0,41544.890625
2016-11-24,44300.0,42850.0,44300.0,42850.0,324946.0,40094.55859375
2016-11-25,42750.0,40650.0,42500.0,41750.0,762452.0,39065.296875
2016-11-28,42150.0,41050.0,41800.0,41750.0,300194.0,39065.296875
2016-11-29,41550.0,41050.0,41350.0,41050.0,346002.0,38410.30859375
2016-11-30,40950.0,39350.0,40950.0,39350.0,752250.0,36819.62890625
2016-12-01,41500.0,39950.0,40050.0,41000.0,885772.0,38363.52734375
2016-12-02,41900.0,40500.0,41000.0,41700.0,329387.0,39018.51171875
2016-12-05,41750.0,40200.0,41700.0,40200.0,375147.0,37614.96875
2016-12-06,41100.0,40700.0,41100.0,40750.0,259172.0,38129.60546875
2016-12-07,41450.0,40600.0,40950.0,41050.0,213325.0,38410.30859375
2016-12-08,41700.0,41000.0,41600.0,41700.0,296627.0,39018.51171875
2016-12-09,41900.0,40750.0,41650.0,40750.0,296614.0,38129.60546875
2016-12-12,43650.0,40950.0,41350.0,43400.0,605038.0,40609.1953125
2016-12-13,44300.0,43400.0,43450.0,44050.0,544366.0,41217.3984375
2016-12-14,44150.0,42350.0,44000.0,42350.0,471084.0,39626.71484375
2016-12-15,43900.0,41850.0,42000.0,43500.0,458481.0,40702.765625
2016-12-16,43800.0,42700.0,43100.0,43050.0,265311.0,40281.703125
2016-12-19,42950.0,41700.0,42950.0,42100.0,213135.0,39392.796875
2016-12-20,42900.0,41900.0,42100.0,42800.0,270646.0,40047.78125
2016-12-21,43400.0,42450.0,42900.0,43100.0,315672.0,40328.48828125
2016-12-22,43750.0,42650.0,43000.0,43200.0,272901.0,40422.05859375
2016-12-23,43700.0,42400.0,43700.0,43000.0,240155.0,40234.91796875
2016-12-26,43450.0,42700.0,43300.0,43150.0,264392.0,40375.26953125
2016-12-27,43500.0,42500.0,43000.0,43350.0,329547.0,40562.41015625
2016-12-28,43300.0,42600.0,42800.0,43050.0,184441.0,40751.73046875
2016-12-29,43300.0,42150.0,42500.0,42800.0,237272.0,40515.08203125
2017-01-02,43200.0,42250.0,42900.0,42800.0,217910.0,40515.08203125
2017-01-03,43050.0,42350.0,42800.0,42550.0,329794.0,40278.4296875
2017-01-04,43900.0,42550.0,42650.0,43850.0,543279.0,41509.02734375
2017-01-05,44150.0,43150.0,43500.0,43350.0,227882.0,41035.71484375
2017-01-06,43650.0,41050.0,41700.0,42650.0,742957.0,40373.0859375
2017-01-09,42650.0,40700.0,42500.0,40750.0,853928.0,38574.5234375
2017-01-10,41400.0,40750.0,41000.0,41200.0,321846.0,39000.49609375
2017-01-11,42250.0,40950.0,41050.0,42050.0,374008.0,39805.12109375
2017-01-12,42350.0,41100.0,42150.0,41700.0,272189.0,39473.8046875
2017-01-13,42050.0,41150.0,41900.0,41750.0,266243.0,39521.13671875
2017-01-16,42200.0,41200.0,41800.0,41400.0,223061.0,39189.8203125
2017-01-17,41800.0,41050.0,41800.0,41250.0,221881.0,39047.83203125
2017-01-18,41300.0,40750.0,41150.0,41000.0,244597.0,38811.1796875
2017-01-19,41400.0,39900.0,40950.0,40000.0,475239.0,37864.5625
2017-01-20,39800.0,38600.0,39750.0,39400.0,652685.0,37296.59375
2017-01-23,40100.0,39100.0,39200.0,39550.0,276581.0,37438.58203125
2017-01-24,40050.0,39250.0,39300.0,39850.0,236924.0,37722.56640625
2017-01-25,40250.0,38900.0,40200.0,39200.0,303301.0,37107.2734375
2017-01-26,41200.0,39100.0,39100.0,40500.0,525000.0,38337.8671875
2017-01-31,41700.0,40750.0,41000.0,41550.0,370490.0,39331.81640625
2017-02-01,44400.0,41650.0,41900.0,44200.0,970881.0,41840.34375
2017-02-02,45800.0,44350.0,44400.0,44950.0,923889.0,42550.296875
2017-02-03,45750.0,44500.0,44900.0,45600.0,659297.0,43165.6015625
2017-02-06,45900.0,45150.0,45600.0,45300.0,367147.0,42881.6171875
2017-02-07,45650.0,44700.0,45200.0,45400.0,378517.0,42976.27734375
2017-02-08,45450.0,43850.0,45150.0,44850.0,408419.0,42455.640625
2017-02-09,46500.0,44550.0,44550.0,46500.0,670986.0,44017.55078125
2017-02-10,46900.0,45800.0,46700.0,46650.0,333035.0,44159.546875
2017-02-13,46900.0,45950.0,46750.0,46700.0,228876.0,44206.875
2017-02-14,46950.0,46150.0,46700.0,46850.0,214287.0,44348.8671875
2017-02-15,47000.0,45700.0,46950.0,45700.0,268222.0,43260.265625
2017-02-16,46900.0,45750.0,45750.0,46200.0,191725.0,43733.56640625
2017-02-17,47100.0,45900.0,45950.0,46450.0,295375.0,43970.21875
2017-02-20,46150.0,45050.0,46150.0,45400.0,281137.0,42976.27734375
2017-02-21,46950.0,45250.0,45250.0,46800.0,349027.0,44301.5390625
2017-02-22,47500.0,46450.0,46800.0,47300.0,362877.0,44774.84765625
2017-02-23,47550.0,46550.0,47500.0,47200.0,270496.0,44680.1875
2017-02-24,47200.0,46350.0,47200.0,46400.0,256580.0,43922.890625
2017-02-27,46900.0,46150.0,46600.0,46450.0,272739.0,43970.21875
2017-02-28,48000.0,46500.0,46750.0,47800.0,635028.0,45248.1484375
2017-03-02,48500.0,47800.0,48050.0,48000.0,542563.0,45437.47265625
2017-03-03,48300.0,47300.0,47800.0,47750.0,331641.0,45200.8203125
2017-03-06,48650.0,47150.0,47800.0,48600.0,422618.0,46005.44140625
2017-03-07,49400.0,48650.0,48750.0,48800.0,385964.0,46194.76953125
2017-03-08,49300.0,48550.0,48850.0,48750.0,340142.0,46147.43359375
2017-03-09,48500.0,47200.0,48500.0,47500.0,554358.0,44964.1640625
2017-03-10,47850.0,47050.0,47100.0,47650.0,286778.0,45106.15625
2017-03-13,48650.0,47550.0,47900.0,48350.0,425032.0,45768.7890625
2017-03-14,49400.0,48150.0,48900.0,48150.0,323510.0,45579.46875
2017-03-15,48900.0,48000.0,48450.0,48550.0,320367.0,45958.11328125
2017-03-16,49900.0,48350.0,49000.0,49850.0,417604.0,47188.7109375
2017-03-17,49900.0,49250.0,49900.0,49900.0,298312.0,47236.04296875
2017-03-20,50600.0,49750.0,49900.0,50000.0,302764.0,47330.69921875
2017-03-21,50700.0,49300.0,50500.0,50600.0,453732.0,47898.671875
2017-03-22,50900.0,48550.0,50300.0,48800.0,551690.0,46194.76953125
2017-03-23,51500.0,49000.0,49000.0,51300.0,623680.0,48561.30078125
2017-03-24,51600.0,50500.0,51400.0,51100.0,202685.0,48371.9765625
2017-03-27,51300.0,49450.0,50800.0,49850.0,330783.0,47188.7109375
2017-03-28,51100.0,49500.0,50200.0,51100.0,341936.0,48371.9765625
2017-03-29,51200.0,50100.0,51200.0,50800.0,356653.0,48087.9921875
2017-03-30,50900.0,49350.0,50900.0,49650.0,301604.0,46999.38671875
2017-03-31,50300.0,49300.0,49800.0,49500.0,320555.0,46857.39453125
2017-04-03,49550.0,47400.0,49500.0,47750.0,799507.0,45200.8203125
2017-04-04,48400.0,47200.0,47300.0,48350.0,339844.0,45768.7890625
2017-04-05,49350.0,48150.0,48450.0,48950.0,400233.0,46336.7578125
2017-04-06,49900.0,48400.0,48750.0,49650.0,362006.0,46999.38671875
2017-04-07,49700.0,49050.0,49700.0,49400.0,165795.0,46762.734375
2017-04-10,50100.0,49000.0,49250.0,49450.0,329532.0,46810.0625
2017-04-11,49550.0,48900.0,49100.0,49000.0,229482.0,46384.0859375
2017-04-12,50400.0,49200.0,49450.0,49750.0,341180.0,47094.05078125
2017-04-13,49950.0,48400.0,49900.0,49750.0,316928.0,47094.05078125
2017-04-14,49500.0,48550.0,49350.0,48750.0,161549.0,46147.43359375
2017-04-17,49450.0,48200.0,48750.0,48400.0,194914.0,45816.12109375
2017-04-18,49200.0,48250.0,48750.0,48600.0,174307.0,46005.44140625
2017-04-19,49150.0,48450.0,48850.0,48700.0,233723.0,46100.10546875
2017-04-20,49450.0,48500.0,48550.0,49350.0,232426.0,46715.40234375
2017-04-21,50000.0,49200.0,49250.0,50000.0,267667.0,47330.69921875
2017-04-24,50700.0,49300.0,50300.0,49600.0,216243.0,46952.0546875
2017-04-25,50600.0,49700.0,49800.0,50400.0,311901.0,47709.3515625
2017-04-26,51400.0,50700.0,50800.0,51000.0,319114.0,48277.31640625
2017-04-27,51200.0,49600.0,51200.0,50400.0,362434.0,47709.3515625
2017-04-28,50600.0,48500.0,49250.0,48550.0,775784.0,45958.11328125
2017-05-02,48800.0,47950.0,48750.0,48300.0,365273.0,45721.4609375
2017-05-04,48650.0,47350.0,48300.0,47600.0,588796.0,45058.828125
2017-05-08,48100.0,46900.0,48000.0,47500.0,547885.0,44964.1640625
2017-05-10,48500.0,46900.0,47900.0,47500.0,666791.0,44964.1640625
2017-05-11,49100.0,47750.0,47850.0,49100.0,588190.0,46478.75
2017-05-12,49200.0,48450.0,49200.0,48800.0,241584.0,46194.76953125
2017-05-15,48900.0,47950.0,48900.0,48100.0,261710.0,45532.1328125
2017-05-16,49400.0,48550.0,48600.0,49100.0,441368.0,46478.75
2017-05-17,48950.0,48100.0,48950.0,48500.0,268211.0,45910.78125
2017-05-18,48800.0,47950.0,48050.0,48050.0,238921.0,45484.80078125
2017-05-19,48500.0,47750.0,48350.0,47800.0,351089.0,45248.1484375
2017-05-22,48600.0,47900.0,48050.0,48400.0,285148.0,45816.12109375
2017-05-23,48750.0,47950.0,48650.0,48200.0,348728.0,45626.796875
2017-05-24,48700.0,47900.0,48500.0,48050.0,289434.0,45484.80078125
2017-05-25,49650.0,48050.0,48500.0,49350.0,896358.0,46715.40234375
2017-05-26,49600.0,48750.0,49500.0,49050.0,473099.0,46431.41796875
2017-05-29,49900.0,48600.0,48900.0,49050.0,459065.0,46431.41796875
2017-05-30,49200.0,48250.0,49200.0,48500.0,354998.0,45910.78125
2017-05-31,48900.0,47750.0,48250.0,48700.0,868813.0,46100.10546875
2017-06-01,49000.0,48050.0,48700.0,48100.0,410066.0,45532.1328125
2017-06-02,48300.0,47700.0,48200.0,47800.0,396685.0,45248.1484375
2017-06-05,48100.0,46700.0,48050.0,46850.0,668519.0,44348.8671875
2017-06-07,47150.0,46100.0,47150.0,46450.0,571513.0,43970.21875
2017-06-08,46350.0,45600.0,46100.0,46250.0,699981.0,43780.8984375
2017-06-09,46250.0,45500.0,46250.0,45750.0,551725.0,43307.59375
2017-06-12,46650.0,45750.0,46000.0,46000.0,414207.0,43544.24609375
2017-06-13,46650.0,46150.0,46150.0,46550.0,370924.0,44064.8828125
2017-06-14,46800.0,45800.0,46750.0,46250.0,380690.0,43780.8984375
2017-06-15,46150.0,45000.0,46050.0,45350.0,500281.0,42928.94921875
2017-06-16,45900.0,45250.0,45300.0,45700.0,394092.0,43260.265625
2017-06-19,46250.0,45300.0,46250.0,45600.0,275254.0,43165.6015625
2017-06-20,45600.0,44700.0,45500.0,44800.0,404351.0,42408.3125
2017-06-21,45700.0,44400.0,44550.0,45700.0,445203.0,43260.265625
2017-06-22,45850.0,44000.0,45750.0,44200.0,740798.0,41840.34375
2017-06-23,45600.0,44550.0,44550.0,45400.0,435131.0,42976.27734375
2017-06-26,45700.0,45050.0,45100.0,45550.0,249616.0,43118.26953125
2017-06-27,45550.0,44550.0,45550.0,44650.0,319411.0,42266.31640625
2017-06-28,45400.0,44650.0,44900.0,44900.0,211394.0,42502.96875
2017-06-29,46100.0,44800.0,45200.0,45900.0,407926.0,43449.578125
2017-06-30,46150.0,45200.0,45850.0,46050.0,328704.0,43591.57421875
2017-07-03,46450.0,45500.0,46150.0,45950.0,268316.0,43496.9140625
2017-07-04,47500.0,45900.0,46100.0,46900.0,688787.0,44396.19921875
2017-07-05,47200.0,46450.0,47050.0,46850.0,252081.0,44348.8671875
2017-07-06,46650.0,46000.0,46600.0,46500.0,261837.0,44017.55078125
2017-07-07,47300.0,46200.0,46300.0,46600.0,308290.0,44112.21484375
2017-07-10,47400.0,46650.0,46700.0,47150.0,262262.0,44632.8515625
2017-07-11,47600.0,46850.0,47200.0,46950.0,251780.0,44443.53125
2017-07-12,47700.0,46650.0,47100.0,47000.0,286222.0,44490.859375
2017-07-13,47400.0,46700.0,47150.0,46700.0,279902.0,44206.875
2017-07-14,47050.0,46200.0,46650.0,46650.0,260093.0,44159.546875
2017-07-17,47150.0,46550.0,47050.0,46950.0,312489.0,44443.53125
2017-07-18,47000.0,46450.0,46850.0,46550.0,240835.0,44064.8828125
2017-07-19,47400.0,46400.0,46800.0,47200.0,460817.0,44680.1875
2017-07-20,48300.0,47100.0,47450.0,48300.0,465952.0,45721.4609375
2017-07-21,48700.0,47650.0,48350.0,48700.0,357148.0,46100.10546875
2017-07-24,48700.0,47950.0,48700.0,48350.0,269363.0,45768.7890625
2017-07-25,48450.0,47600.0,48300.0,47950.0,254806.0,45390.140625
2017-07-26,48650.0,47900.0,48400.0,48350.0,260146.0,45768.7890625
2017-07-27,48750.0,47800.0,48350.0,48600.0,295280.0,46005.44140625
2017-07-28,48150.0,45750.0,48000.0,46150.0,802449.0,43686.23828125
2017-07-31,46300.0,44850.0,46100.0,45300.0,635083.0,42881.6171875
2017-08-01,45650.0,44550.0,45000.0,45400.0,634676.0,42976.27734375
2017-08-02,45300.0,44450.0,45300.0,44850.0,387639.0,42455.640625
2017-08-03,44800.0,41600.0,44250.0,41850.0,1039225.0,39615.79296875
2017-08-04,42850.0,41800.0,41850.0,42400.0,430628.0,40136.43359375
2017-08-07,43600.0,42300.0,42300.0,43350.0,387827.0,41035.71484375
2017-08-08,43700.0,42900.0,43350.0,43500.0,256362.0,41177.7109375
2017-08-09,43500.0,42450.0,42850.0,42800.0,308021.0,40515.08203125
2017-08-10,43200.0,42000.0,42500.0,42800.0,522563.0,40515.08203125
2017-08-11,42700.0,42000.0,42050.0,42350.0,440956.0,40089.10546875
2017-08-14,42750.0,41700.0,42250.0,41950.0,463654.0,39710.4609375
2017-08-16,42400.0,41600.0,42150.0,41950.0,307542.0,39710.4609375
2017-08-17,42350.0,41500.0,41800.0,42250.0,238915.0,39994.4453125
2017-08-18,42100.0,41550.0,41700.0,41800.0,170954.0,39568.46875
2017-08-21,41800.0,41000.0,41800.0,41250.0,286509.0,39047.83203125
2017-08-22,42100.0,41300.0,41350.0,41650.0,224431.0,39426.4765625
2017-08-23,42200.0,41600.0,41850.0,42150.0,215143.0,39899.78125
2017-08-24,42100.0,41750.0,42050.0,41950.0,151168.0,39710.4609375
2017-08-25,42500.0,41850.0,42050.0,42450.0,235792.0,40183.765625
2017-08-28,42850.0,42300.0,42550.0,42550.0,220263.0,40278.4296875
2017-08-29,42800.0,41650.0,42400.0,42700.0,265115.0,40420.41796875
2017-08-30,42700.0,41450.0,42550.0,41700.0,550109.0,39473.8046875
2017-08-31,41700.0,40250.0,41700.0,40650.0,607451.0,38479.86328125
2017-09-01,41300.0,40450.0,41000.0,40750.0,437890.0,38574.5234375
2017-09-04,40650.0,39800.0,39800.0,40400.0,214496.0,38243.20703125
2017-09-05,40900.0,40450.0,40800.0,40800.0,205244.0,38621.85546875
2017-09-06,40850.0,39450.0,40850.0,39600.0,421819.0,37485.9140625
2017-09-07,39750.0,39300.0,39600.0,39500.0,322053.0,37391.25390625
2017-09-08,39900.0,39400.0,39600.0,39750.0,215658.0,37627.91015625
2017-09-11,39900.0,38250.0,39450.0,38750.0,527934.0,36681.296875
2017-09-12,38800.0,38300.0,38800.0,38650.0,346679.0,36586.6328125
2017-09-13,38800.0,37400.0,38650.0,38800.0,614038.0,36728.625
2017-09-14,39000.0,38150.0,38950.0,38700.0,433651.0,36633.96484375
2017-09-15,38900.0,38100.0,38600.0,38800.0,258268.0,36728.625
2017-09-18,38750.0,38150.0,38550.0,38350.0,423350.0,36302.64453125
2017-09-19,39850.0,38200.0,38200.0,39750.0,697246.0,37627.91015625
2017-09-20,39850.0,38700.0,39750.0,38900.0,317108.0,36823.28515625
2017-09-21,38800.0,38000.0,38600.0,38050.0,362771.0,36018.66015625
2017-09-25,37400.0,36100.0,37050.0,36350.0,387649.0,34409.41796875
2017-09-26,36350.0,36350.0,36350.0,36350.0,0.0,34409.41796875
2017-09-27,38600.0,36900.0,37550.0,38200.0,401904.0,36160.65625
2017-09-28,39950.0,37650.0,39950.0,37900.0,990766.0,35876.671875
2017-09-29,38600.0,38050.0,38050.0,38350.0,290310.0,36302.64453125
2017-10-10,38700.0,37350.0,38350.0,37650.0,436016.0,35640.01953125
